CustomerID,Age,Gender,PurchaseAmount,PurchaseFrequency,WebsiteVisits,TimeOnSite,BounceRate,State,Date
414,43,Male,2343,3,46,2.85,6.73,Lagos,2024-02-22
415,34,Female,3782,6,40,14.42,26.8,Anambra,2024-02-29
416,57,Female,3879,1,12,7.57,91.22,Kogi,2024-04-17
417,50,Female,1560,2,13,1.13,63.32,Abia,2024-01-05
418,26,Female,525,1,43,8.67,72.11,Kano,2024-04-12
419,60,Female,1026,5,17,5.46,25.72,Kogi,2024-07-14
420,65,Male,1257,7,17,16.56,71.94,Kaduna,2024-09-18
421,56,Female,2010,8,36,7.41,2.81,Anambra,2024-12-30
422,46,Male,607,10,21,16.72,37.53,Enugu,2024-12-15
423,59,Male,932,1,8,1.01,62.68,Borno,2024-02-16
424,43,Female,2244,7,5,6.85,14.61,Kogi,2024-12-20
425,52,Female,4811,5,26,5.58,82.3,Kano,2024-11-06
426,67,Female,2717,10,16,5.44,23.5,Imo,2024-11-03
427,42,Female,4727,1,36,2.3,65.23,Borno,2024-05-23
428,41,Male,4840,3,28,4.56,40.52,Borno,2024-09-25
429,30,Male,1660,7,29,11.56,59.6,Ogun,2024-05-03
430,24,Female,3538,10,47,6.54,10.75,Benue,2024-04-15
431,53,Male,2504,1,12,8.93,1.69,Ondo,2024-06-06
432,62,Male,4544,7,37,8.16,90.96,Borno,2024-05-26
433,37,Male,1996,5,30,17.64,26.96,Borno,2024-05-24
434,18,Male,4860,1,23,18.2,81.97,Abia,2024-04-29
435,25,Male,4849,1,16,10.37,99.94,Lagos,2024-11-14
436,63,Male,2858,1,14,7.27,21.14,Borno,2024-10-01
437,33,Male,3875,11,10,3.03,26.52,Abuja,2024-04-01
438,31,Male,3586,9,7,19.11,66.29,Anambra,2024-02-27
439,29,Female,3852,11,45,2.14,96.54,Enugu,2024-12-11
440,68,Male,4227,3,37,6.66,91.58,Enugu,2024-08-16
441,40,Male,4749,5,29,6.66,50.29,Imo,2024-04-26
442,32,Female,2020,11,3,7.09,79.51,Delta,2024-11-13
443,45,Male,3872,10,15,4.12,13.57,Abuja,2024-10-05
444,51,Female,2869,9,36,15.88,97.74,Ogun,2024-05-06
445,19,Female,952,6,47,3.33,96.44,Anambra,2024-05-08
446,49,Male,414,9,46,13.06,16.37,Lagos,2024-02-27
447,40,Male,4308,8,19,3.35,29.94,Delta,2024-05-01
448,39,Female,3169,8,13,2.34,10.02,Imo,2024-01-01
449,68,Female,2608,1,42,18.28,27.17,Abia,2024-08-26
450,42,Male,1913,9,21,4.61,81.6,Rivers,2024-10-16
451,39,Female,165,6,37,16.6,37.83,Edo,2024-04-05
452,39,Male,2434,9,27,11.35,8.84,Ekiti,2024-05-05
453,66,Female,3985,3,29,2.48,34.22,Rivers,2024-04-27
454,69,Male,4985,3,20,19.15,98.14,Delta,2024-02-17
455,59,Female,2540,6,25,5.69,62.97,Delta,2024-03-29
456,23,Female,992,9,6,17.33,41.62,Cross River,2024-08-24
457,32,Female,1774,7,36,4.21,16.65,Benue,2024-09-28
458,60,Female,2384,3,2,17.22,98.62,Borno,2024-07-07
459,54,Male,2817,3,22,1.25,82.08,Kogi,2024-07-10
460,50,Male,1187,2,32,10.72,28.15,Enugu,2024-03-09
461,25,Male,2577,9,16,15.62,7.01,Delta,2024-10-04
462,61,Male,4167,3,18,18.76,5.66,Oyo,2024-12-14
463,61,Female,3470,11,5,18.27,12.04,Abia,2024-09-03
464,22,Male,4828,5,36,16.57,58.08,Osun,2024-03-16
465,56,Male,3956,9,30,17.88,92.88,Ondo,2024-06-02
466,21,Female,3687,8,45,4.79,49.67,Enugu,2024-05-23
467,23,Female,3003,2,19,6.4,84.29,Osun,2024-03-26
468,62,Female,2417,3,23,6.49,44.59,Kaduna,2024-07-03
469,49,Female,4271,2,34,8.16,70.86,Osun,2024-10-11
470,69,Male,326,8,13,8.47,73.19,Lagos,2024-08-07
471,47,Male,2049,6,43,11.35,17.4,Abia,2024-03-09
472,64,Female,1277,6,29,4.04,36.12,Kaduna,2024-02-16
473,52,Female,3802,9,36,14.13,63.73,Enugu,2024-04-03
474,57,Male,3785,8,22,4.18,7.07,Abia,2024-08-25
475,69,Female,745,4,47,6.9,36.15,Kaduna,2024-07-22
476,33,Male,1359,4,36,10.56,53.48,Anambra,2024-08-05
477,30,Male,4202,9,9,16.13,99.62,Edo,2024-12-06
478,67,Female,3284,1,39,15.05,47.45,Lagos,2024-02-08
479,59,Female,4164,2,19,13.27,81.61,Abuja,2024-04-09
480,47,Female,2361,2,38,3.96,43.21,Ondo,2024-10-15
481,36,Male,2891,6,6,11.39,79.64,Imo,2024-09-10
482,34,Female,4258,4,47,2.66,59.54,Cross River,2024-08-09
483,36,Male,3609,11,15,8.17,88.66,Kogi,2024-12-22
484,45,Male,3448,10,20,8.86,41.09,Borno,2024-01-23
485,43,Female,591,3,9,1.76,60.43,Rivers,2024-09-06
486,54,Female,2744,3,32,6.21,63.0,Kaduna,2024-01-10
487,43,Female,4724,3,4,19.16,41.74,Rivers,2024-09-02
488,40,Female,1138,6,18,19.12,14.43,Ekiti,2024-11-20
489,26,Female,3413,8,5,7.69,9.36,Ekiti,2024-04-09
490,29,Female,74,11,20,1.82,1.67,Cross River,2024-10-16
491,18,Male,1622,7,23,4.4,87.35,Abuja,2024-06-28
492,18,Male,3008,4,11,8.45,23.65,Osun,2024-08-10
493,64,Male,4286,11,37,19.01,21.15,Lagos,2024-09-06
494,51,Male,1817,4,22,3.68,73.6,Abia,2024-05-26
495,49,Female,4793,11,4,15.51,32.0,Delta,2024-04-05
496,65,Male,2285,10,29,3.06,50.6,Kano,2024-09-13
497,42,Male,250,11,44,19.64,16.25,Enugu,2024-11-20
498,57,Male,3248,11,34,8.25,95.97,Borno,2024-01-04
499,62,Female,306,11,13,15.73,85.16,Lagos,2024-01-16
500,18,Male,3797,2,42,7.51,86.38,Borno,2024-10-06
501,33,Female,4692,1,9,12.93,40.68,Delta,2024-12-01
502,56,Male,2291,9,42,4.65,76.24,Ondo,2024-09-03
503,22,Male,3225,2,31,3.77,14.39,Ondo,2024-09-14
504,39,Female,3656,8,7,18.82,0.86,Kano,2024-06-08
505,46,Female,3386,9,4,18.44,2.0,Kaduna,2024-12-05
506,20,Male,4947,4,19,17.86,58.66,Delta,2024-05-31
507,29,Female,463,8,42,12.88,45.54,Delta,2024-06-26
508,43,Female,2064,9,30,16.36,51.8,Enugu,2024-06-11
509,33,Male,1431,10,31,2.31,0.75,Benue,2024-02-02
510,68,Female,1148,10,35,7.36,42.27,Delta,2024-06-27
511,54,Female,3476,5,21,6.96,71.81,Oyo,2024-04-10
512,39,Female,3705,7,31,13.08,44.27,Abuja,2024-09-24
513,46,Female,959,10,19,7.76,73.22,Delta,2024-11-18
514,31,Female,237,4,31,3.82,23.3,Anambra,2024-03-05
515,45,Female,4094,1,32,12.33,81.31,Lagos,2024-06-16
516,22,Female,3806,3,2,16.47,58.84,Abia,2024-11-25
517,64,Female,2065,5,10,8.26,21.08,Oyo,2024-02-12
518,66,Female,2142,3,2,3.51,23.67,Kaduna,2024-02-13
519,47,Female,3694,11,2,4.74,62.8,Abuja,2024-10-11
520,63,Female,2180,7,24,5.51,82.99,Delta,2024-01-12
521,69,Male,407,9,17,6.7,41.56,Ogun,2024-04-04
522,22,Female,2472,6,32,13.21,25.83,Rivers,2024-10-28
523,29,Female,4307,10,16,12.42,86.7,Rivers,2024-09-09
524,33,Male,4595,1,16,14.23,66.93,Ondo,2024-08-29
525,43,Female,1547,7,46,7.89,44.81,Edo,2024-02-04
526,43,Male,2208,3,39,16.66,48.79,Rivers,2024-08-02
527,65,Male,2605,5,31,4.88,20.43,Osun,2024-12-02
528,38,Female,2392,10,43,9.91,62.68,Rivers,2024-03-30
529,56,Male,3001,4,24,16.22,35.87,Osun,2024-09-20
530,53,Female,1288,10,1,4.42,99.56,Benue,2024-04-02
531,50,Female,1023,5,11,3.09,48.02,Osun,2024-03-30
532,47,Female,4777,5,21,17.79,48.59,Abia,2024-04-24
533,54,Male,4015,6,4,7.52,56.59,Edo,2024-04-14
534,40,Male,1100,10,7,13.99,91.68,Oyo,2024-07-14
535,27,Female,3751,10,26,1.48,80.08,Borno,2024-11-09
536,22,Female,2830,11,47,14.11,45.11,Kaduna,2024-04-23
537,53,Female,1638,6,12,7.01,71.87,Cross River,2024-03-15
538,51,Male,3928,8,31,2.06,58.62,Borno,2024-08-04
539,69,Female,2418,8,17,12.59,49.24,Borno,2024-10-03
540,48,Female,486,11,33,5.58,19.23,Enugu,2024-09-05
541,27,Female,2878,9,11,8.35,46.39,Cross River,2024-06-12
542,36,Male,1606,8,28,2.53,24.58,Lagos,2024-12-22
543,49,Female,3908,11,32,3.8,91.48,Enugu,2024-07-10
544,18,Female,1354,2,1,6.66,33.54,Lagos,2024-08-14
545,22,Female,2434,10,47,2.71,95.23,Ondo,2024-06-25
546,62,Male,232,11,28,18.31,53.31,Rivers,2024-04-08
547,21,Female,1639,1,42,1.11,63.15,Imo,2024-02-05
548,33,Female,1637,10,7,10.19,54.29,Borno,2024-04-05
549,41,Male,709,2,2,3.34,12.94,Delta,2024-05-31
550,33,Female,209,2,42,6.85,37.58,Abuja,2024-05-30
551,19,Female,4003,3,24,18.6,9.91,Ogun,2024-07-08
552,66,Male,1061,10,4,4.07,62.3,Osun,2024-08-11
553,45,Male,102,7,44,19.35,44.69,Lagos,2024-02-06
554,49,Female,2357,2,19,4.91,77.8,Abuja,2024-09-24
555,44,Male,1278,1,26,15.09,22.05,Enugu,2024-07-01
556,37,Female,1085,6,11,11.39,16.46,Borno,2024-01-13
557,41,Male,3752,9,40,17.81,40.63,Imo,2024-10-05
558,29,Female,4095,3,43,11.53,92.66,Lagos,2024-08-04
559,67,Male,4995,6,11,11.16,71.04,Ekiti,2024-12-20
560,52,Female,4499,3,45,4.71,41.89,Lagos,2024-12-26
561,50,Female,1314,1,3,4.16,51.73,Kaduna,2024-10-12
562,50,Female,1934,5,12,18.41,8.42,Osun,2024-09-29
563,68,Female,1859,10,3,7.23,98.46,Ondo,2024-03-02
564,60,Male,3217,11,42,8.07,66.64,Anambra,2024-03-24
565,54,Female,3847,4,27,15.44,28.54,Osun,2024-08-04
566,29,Male,2391,7,49,7.44,58.58,Ekiti,2024-12-07
567,20,Male,3464,6,2,19.09,10.95,Kogi,2024-07-05
568,18,Male,867,10,49,15.02,96.58,Anambra,2024-01-19
569,50,Male,2487,7,16,12.35,17.48,Anambra,2024-06-25
570,57,Female,938,5,2,17.74,64.8,Abuja,2024-04-09
571,27,Female,717,4,30,1.94,24.55,Ekiti,2024-08-20
572,60,Male,4778,7,20,5.88,71.76,Ogun,2024-03-16
573,61,Male,2674,7,38,9.84,77.68,Kogi,2024-09-21
574,46,Female,4282,6,28,5.31,67.34,Borno,2024-10-10
575,30,Male,4573,8,25,15.13,61.45,Kano,2024-07-24
576,29,Male,868,4,32,18.46,89.25,Anambra,2024-08-10
577,48,Male,2238,10,10,9.05,7.86,Ondo,2024-02-21
578,63,Female,1156,5,42,7.5,33.09,Delta,2024-12-04
579,19,Female,2274,4,40,19.27,24.83,Borno,2024-05-23
580,68,Male,247,1,33,9.45,98.8,Edo,2024-03-09
581,67,Male,2721,8,13,10.29,38.94,Ekiti,2024-04-08
582,52,Female,3542,1,41,7.68,73.26,Cross River,2024-01-25
583,40,Female,2498,5,42,18.28,68.47,Kaduna,2024-02-22
584,34,Male,520,6,47,11.81,21.21,Oyo,2024-05-30
585,43,Female,1998,6,37,15.48,23.9,Anambra,2024-05-23
586,25,Male,3949,5,16,16.42,28.13,Kogi,2024-02-26
587,46,Male,2060,3,45,7.5,41.11,Imo,2024-02-08
588,43,Female,3850,5,22,9.24,23.43,Osun,2024-04-18
589,27,Male,4168,8,20,17.12,1.97,Delta,2024-06-29
590,43,Female,3846,2,43,7.9,87.94,Abuja,2024-02-11
591,51,Male,4038,6,27,16.08,96.56,Kaduna,2024-07-04
592,68,Male,284,9,41,18.88,34.16,Lagos,2024-08-10
593,58,Female,978,8,16,12.84,33.85,Rivers,2024-05-01
594,24,Male,3657,11,34,15.09,0.71,Rivers,2024-05-12
595,21,Female,572,8,32,16.3,68.03,Kano,2024-06-11
596,67,Male,3573,8,26,17.06,82.54,Delta,2024-08-02
597,62,Male,4576,7,25,8.51,14.66,Benue,2024-08-08
598,28,Male,4938,8,2,1.97,15.97,Borno,2024-08-22
599,46,Female,1679,6,12,8.64,79.01,Abuja,2024-11-26
600,53,Male,4678,2,40,13.8,61.63,Kogi,2024-05-25
601,42,Female,1366,2,9,9.56,4.49,Borno,2024-08-26
602,38,Male,2907,8,12,15.23,62.25,Oyo,2024-03-16
603,53,Female,1174,11,26,7.78,30.89,Cross River,2024-01-09
604,27,Male,2637,1,9,13.06,36.87,Abuja,2024-03-14
605,54,Female,1073,6,10,4.54,76.97,Abuja,2024-09-09
606,26,Female,1428,6,32,15.24,81.09,Borno,2024-08-17
607,41,Female,3424,11,34,11.37,40.04,Osun,2024-01-07
608,52,Female,1569,4,48,4.88,94.72,Benue,2024-06-22
609,66,Female,276,11,20,6.55,40.65,Lagos,2024-05-20
610,52,Female,941,11,39,15.22,77.18,Edo,2024-06-16
611,65,Male,4122,10,2,10.17,48.39,Osun,2024-06-18
612,53,Male,2307,3,1,5.1,89.75,Cross River,2024-10-09
613,35,Female,2838,11,36,19.38,90.78,Ekiti,2024-05-01
614,66,Female,446,3,24,14.59,8.74,Ondo,2024-07-12
615,56,Female,2128,1,27,19.19,93.65,Benue,2024-01-05
616,49,Male,4794,3,2,9.11,82.55,Edo,2024-01-29
617,41,Male,4474,4,31,10.03,79.13,Borno,2024-06-13
618,40,Male,3287,11,14,18.06,20.09,Ogun,2024-12-04
619,49,Female,3943,11,2,10.98,80.51,Kaduna,2024-05-15
620,54,Male,2055,5,29,14.44,85.01,Cross River,2024-12-30
621,29,Male,2066,3,15,5.79,28.92,Abia,2024-11-16
622,66,Male,3221,6,12,9.49,95.23,Ondo,2024-12-07
623,30,Male,2718,11,37,3.35,4.99,Oyo,2024-05-24
624,40,Female,1928,5,28,4.91,14.99,Kogi,2024-11-22
625,42,Male,1246,3,20,1.02,53.76,Kogi,2024-08-04
626,52,Female,1822,6,39,1.75,57.58,Imo,2024-10-27
627,58,Male,211,6,24,19.57,64.52,Imo,2024-05-11
628,47,Male,4026,8,21,5.6,1.7,Cross River,2024-10-18
629,34,Male,1801,2,10,13.6,96.04,Cross River,2024-03-10
630,66,Male,825,1,46,16.94,4.46,Borno,2024-09-08
631,37,Male,989,4,14,11.46,14.31,Abuja,2024-10-01
632,65,Male,3270,7,37,3.91,1.4,Delta,2024-12-29
633,42,Female,589,11,18,14.83,56.69,Ogun,2024-06-30
634,39,Male,4967,10,24,12.4,93.23,Abia,2024-06-15
635,30,Female,1511,3,14,14.89,66.59,Borno,2024-03-31
636,36,Female,405,3,34,15.63,82.27,Rivers,2024-07-20
637,66,Female,3654,5,12,19.53,1.33,Oyo,2024-12-11
638,53,Male,3373,5,22,11.9,54.2,Ogun,2024-01-19
639,29,Male,284,10,6,7.49,45.96,Rivers,2024-02-08
640,58,Male,1598,3,36,13.32,49.9,Ondo,2024-05-05
641,36,Male,2146,9,45,2.3,7.22,Osun,2024-06-21
642,29,Female,4263,4,36,18.05,68.44,Enugu,2024-05-20
643,26,Male,2151,3,22,3.27,50.32,Anambra,2024-08-29
644,24,Male,1723,11,14,7.23,76.51,Abia,2024-08-07
645,45,Female,2150,2,16,16.5,48.53,Abia,2024-05-05
646,31,Female,3707,10,36,12.35,14.94,Anambra,2024-02-27
647,48,Female,4703,11,25,8.48,64.83,Oyo,2024-05-27
648,69,Male,3646,9,32,10.0,17.24,Kogi,2024-11-12
649,36,Male,3798,4,33,17.24,87.24,Osun,2024-12-26
650,64,Female,3223,3,45,7.46,61.31,Edo,2024-01-01
651,33,Male,1865,7,36,17.52,15.72,Kogi,2024-12-13
652,22,Male,3891,8,20,2.67,96.23,Enugu,2024-07-08
653,52,Male,2055,11,18,15.76,51.84,Abia,2024-07-09
654,29,Male,4543,2,38,17.1,7.29,Borno,2024-11-07
655,42,Male,724,7,3,4.45,62.68,Delta,2024-04-26
656,69,Male,436,5,23,9.18,25.32,Rivers,2024-05-13
657,38,Female,2208,11,32,4.14,80.37,Ondo,2024-02-27
658,53,Female,2711,5,45,14.43,81.78,Ekiti,2024-02-13
659,40,Female,2114,3,16,11.17,97.89,Abuja,2024-06-21
660,33,Male,3901,5,5,13.07,50.19,Abuja,2024-06-08
661,56,Male,3303,2,4,4.73,45.5,Osun,2024-06-21
662,62,Male,4686,4,21,5.02,75.35,Delta,2024-11-12
663,59,Female,4316,6,40,1.79,13.25,Ekiti,2024-10-29
664,56,Female,789,1,14,7.12,54.69,Kano,2024-05-28
665,31,Male,1451,10,39,11.64,54.62,Delta,2024-03-20
666,48,Female,3309,4,31,17.3,8.95,Ekiti,2024-07-31
667,22,Male,2327,6,14,13.67,41.8,Abuja,2024-07-21
668,52,Female,3954,9,6,9.27,85.33,Edo,2024-09-08
669,40,Female,3973,11,12,19.11,85.62,Delta,2024-08-16
670,46,Female,4264,11,16,14.67,9.92,Osun,2024-06-12
671,60,Female,3277,2,17,18.67,9.07,Abuja,2024-08-14
672,28,Female,2881,11,45,11.02,26.27,Oyo,2024-05-26
673,35,Male,3808,7,23,5.92,87.48,Edo,2024-01-20
674,64,Female,2562,6,14,2.0,12.89,Kaduna,2024-02-16
675,29,Male,2201,2,7,14.8,72.0,Delta,2024-08-20
676,26,Female,3725,8,46,3.3,10.12,Lagos,2024-10-31
677,27,Female,2795,7,32,6.75,62.31,Delta,2024-01-14
678,61,Female,3916,11,15,11.12,35.61,Borno,2024-05-22
679,34,Male,3814,5,44,11.72,78.89,Rivers,2024-01-01
680,55,Female,2272,5,17,12.41,23.37,Kano,2024-02-23
681,24,Female,2842,7,41,4.16,63.92,Borno,2024-09-15
682,63,Female,1747,9,47,8.22,23.57,Ondo,2024-05-23
683,30,Male,3512,11,44,12.73,71.37,Kogi,2024-01-12
684,57,Male,4113,9,34,19.43,87.37,Ogun,2024-11-25
685,59,Male,1574,9,5,14.82,12.68,Oyo,2024-08-11
686,26,Male,4810,6,45,18.53,86.66,Benue,2024-09-28
687,67,Female,82,10,27,15.48,59.36,Ekiti,2024-12-23
688,44,Male,4075,6,23,12.24,12.71,Anambra,2024-06-04
689,19,Female,2616,3,40,4.65,42.75,Osun,2024-01-08
690,22,Male,2853,1,14,13.67,16.09,Kano,2024-05-01
691,46,Male,3946,7,15,12.84,70.03,Abuja,2024-12-13
692,54,Female,3759,4,43,12.45,75.89,Kogi,2024-06-12
693,55,Female,769,1,33,10.31,10.58,Delta,2024-03-30
694,36,Male,4629,8,31,11.04,50.61,Kano,2024-05-15
695,25,Female,1022,6,35,7.35,81.46,Cross River,2024-07-04
696,65,Female,3768,6,17,10.87,93.62,Imo,2024-11-11
697,62,Male,4452,2,28,4.75,51.35,Ondo,2024-06-26
698,18,Female,4602,1,19,16.3,95.03,Ogun,2024-01-28
699,39,Female,2257,2,46,4.53,53.57,Abuja,2024-08-07
700,69,Female,4476,4,23,2.61,39.42,Anambra,2024-12-22
701,34,Male,4370,2,32,9.29,84.82,Edo,2024-02-10
702,24,Female,3080,1,40,13.51,49.3,Borno,2024-08-15
703,42,Male,3625,7,13,9.32,47.19,Cross River,2024-07-10
704,62,Male,3166,11,20,6.26,49.03,Abia,2024-05-24
705,21,Male,3335,11,35,11.61,84.68,Edo,2024-07-19
706,53,Male,693,8,5,7.59,83.19,Edo,2024-07-30
707,23,Female,4761,6,9,18.72,40.35,Kano,2024-08-07
708,48,Female,244,4,29,18.53,33.33,Kano,2024-08-27
709,36,Female,4046,6,6,10.55,49.19,Benue,2024-02-15
710,61,Male,538,3,25,7.23,57.28,Anambra,2024-02-04
711,56,Male,2254,8,31,15.01,23.83,Rivers,2024-09-09
712,44,Male,2707,10,22,1.7,79.4,Anambra,2024-03-22
713,27,Female,3326,2,2,10.02,48.65,Ogun,2024-09-12
714,43,Male,1152,5,45,7.39,33.4,Abia,2024-07-15
715,36,Female,1291,1,5,18.49,10.68,Delta,2024-10-29
716,56,Female,565,6,27,1.23,23.88,Benue,2024-01-10
717,20,Male,442,2,25,11.5,94.93,Kaduna,2024-11-07
718,62,Female,680,4,8,15.07,30.51,Kogi,2024-10-12
719,30,Male,3766,6,1,10.22,16.89,Imo,2024-08-29
720,67,Female,1897,10,20,2.62,46.07,Kano,2024-09-07
721,45,Female,2705,11,44,19.48,30.71,Ondo,2024-12-30
722,37,Male,1029,8,23,10.84,3.52,Ogun,2024-01-05
723,45,Male,4579,8,32,12.67,32.31,Kogi,2024-04-28
724,25,Female,3452,11,11,5.5,54.41,Imo,2024-10-15
725,58,Female,3921,6,39,10.19,55.17,Edo,2024-03-05
726,56,Male,327,4,47,9.15,35.66,Rivers,2024-05-25
727,18,Female,282,8,24,2.42,44.73,Benue,2024-08-11
728,20,Female,1602,8,11,3.02,96.55,Edo,2024-08-26
729,30,Female,3320,10,29,16.91,37.73,Oyo,2024-06-25
730,45,Male,2459,1,26,5.56,25.82,Ondo,2024-09-23
731,66,Female,3562,4,16,4.7,24.35,Benue,2024-12-06
732,42,Female,75,4,35,10.59,45.78,Osun,2024-10-08
733,50,Male,510,7,20,15.61,75.95,Osun,2024-03-03
734,55,Male,3814,11,46,2.18,20.6,Imo,2024-08-04
735,23,Female,3481,7,3,11.96,70.93,Imo,2024-12-07
736,61,Male,3533,11,1,3.26,2.11,Rivers,2024-11-10
737,62,Female,2044,8,47,1.69,41.89,Kogi,2024-10-09
738,49,Male,540,11,1,2.0,77.59,Ekiti,2024-06-25
739,62,Male,1122,5,17,16.85,33.87,Delta,2024-04-07
740,64,Female,3223,7,2,3.24,56.37,Rivers,2024-04-14
741,38,Male,265,8,29,1.86,20.5,Benue,2024-04-08
742,33,Female,1773,9,20,9.32,74.2,Delta,2024-11-06
743,38,Male,1642,3,6,17.04,5.23,Ekiti,2024-01-06
744,28,Female,2656,3,8,5.99,85.25,Osun,2024-07-15
745,54,Male,208,4,29,9.01,19.82,Oyo,2024-12-16
746,53,Male,4831,5,48,1.76,87.44,Borno,2024-05-12
747,52,Female,3363,10,33,9.53,35.25,Ekiti,2024-12-23
748,36,Male,2891,1,3,11.97,72.27,Enugu,2024-09-15
749,37,Female,1826,7,35,11.85,31.92,Abia,2024-01-23
750,35,Male,2102,9,5,7.32,90.59,Abia,2024-02-22
751,64,Female,2345,8,27,7.0,12.66,Anambra,2024-06-13
752,58,Male,1746,5,44,3.03,17.85,Ekiti,2024-07-20
753,66,Female,3043,4,12,7.97,49.3,Ekiti,2024-03-23
754,31,Male,2519,7,20,2.89,8.19,Abuja,2024-05-24
755,32,Male,1996,5,45,15.57,19.6,Borno,2024-03-25
756,48,Male,3859,7,20,19.36,94.38,Ekiti,2024-03-18
757,18,Male,2833,1,9,19.43,97.65,Delta,2024-12-31
758,20,Female,3694,1,39,17.44,37.63,Lagos,2024-01-01
759,33,Male,2550,10,4,12.42,92.33,Ogun,2024-02-20
760,40,Female,3695,3,19,14.32,54.48,Osun,2024-06-21
761,28,Male,2695,11,38,6.42,26.97,Imo,2024-07-23
762,29,Male,2399,2,27,12.98,70.24,Ondo,2024-09-16
763,27,Female,1982,2,45,9.66,65.89,Lagos,2024-10-14
764,49,Female,3344,7,43,10.16,98.91,Anambra,2024-02-03
765,33,Male,1807,10,13,15.4,26.5,Ekiti,2024-12-13
766,25,Male,1166,2,13,6.36,67.21,Ondo,2024-04-04
767,55,Male,2617,11,22,7.04,5.2,Osun,2024-03-12
768,29,Female,3549,4,28,18.57,11.36,Osun,2024-02-08
769,41,Female,542,2,47,2.07,0.39,Abuja,2024-06-02
770,45,Male,3356,6,45,10.23,99.95,Anambra,2024-09-06
771,25,Female,669,8,22,18.34,80.23,Kogi,2024-06-10
772,45,Female,3282,10,43,12.6,78.67,Edo,2024-04-27
773,53,Female,3873,4,19,11.38,50.97,Imo,2024-09-15
774,43,Female,2430,5,8,5.75,30.01,Kano,2024-11-01
775,25,Male,1596,4,8,7.52,15.13,Benue,2024-09-24
776,67,Male,3613,3,42,17.19,28.47,Imo,2024-02-23
777,45,Male,1655,5,26,11.63,37.6,Osun,2024-08-23
778,45,Male,3802,9,48,10.78,75.63,Ogun,2024-08-09
779,54,Female,4725,8,26,2.89,53.97,Osun,2024-09-07
780,58,Female,1940,8,23,1.3,7.75,Anambra,2024-11-08
781,53,Male,1325,8,43,19.31,1.8,Kogi,2024-04-21
782,44,Male,2793,8,13,8.16,10.23,Anambra,2024-09-11
783,34,Male,2543,7,28,12.46,41.05,Abia,2024-10-29
784,26,Female,406,8,9,2.51,93.32,Lagos,2024-07-25
785,50,Male,919,11,20,13.98,63.74,Benue,2024-08-16
786,37,Female,935,8,19,18.72,80.18,Ondo,2024-12-06
787,30,Male,2051,8,48,11.94,46.64,Cross River,2024-03-06
788,45,Male,1333,10,39,3.4,36.17,Ogun,2024-03-15
789,65,Female,669,7,12,12.05,10.84,Lagos,2024-04-12
790,46,Female,932,1,15,15.56,87.59,Ekiti,2024-07-10
791,30,Male,846,4,31,8.72,78.32,Ondo,2024-09-08
792,63,Female,3692,4,14,17.72,16.81,Enugu,2024-08-13
793,52,Female,3475,5,11,13.32,51.23,Ondo,2024-10-20
794,23,Female,1346,10,26,18.09,48.74,Imo,2024-11-01
795,35,Male,4764,6,42,12.85,62.51,Borno,2024-04-07
796,68,Female,294,4,27,3.49,94.62,Ogun,2024-12-03
797,22,Male,2945,2,11,6.88,57.98,Oyo,2024-10-12
798,64,Female,979,6,38,4.83,54.02,Ogun,2024-11-30
799,42,Male,569,8,34,18.27,5.03,Benue,2024-12-12
800,19,Male,3262,8,43,15.45,6.29,Kogi,2024-11-03
801,27,Male,2459,7,19,13.85,18.73,Imo,2024-09-05
802,47,Female,57,6,6,6.72,3.25,Abia,2024-06-14
803,67,Male,2575,2,46,4.5,74.34,Abuja,2024-11-30
804,62,Female,3473,7,38,15.37,72.33,Imo,2024-01-30
805,22,Female,2069,11,49,10.01,13.61,Lagos,2024-09-03
806,50,Male,4640,5,42,5.29,83.61,Edo,2024-04-15
807,18,Female,4332,6,28,12.72,15.48,Ogun,2024-02-20
808,35,Male,3717,10,1,1.77,30.12,Delta,2024-03-21
809,49,Female,3721,8,35,7.2,24.9,Abuja,2024-05-12
810,64,Male,2851,8,40,9.9,37.23,Kaduna,2024-10-11
811,66,Female,135,3,8,3.81,25.47,Edo,2024-05-17
812,28,Female,3165,7,47,19.71,48.9,Osun,2024-07-02
813,38,Female,4282,1,7,4.97,40.74,Osun,2024-11-25
814,43,Female,2518,1,11,3.48,98.66,Ekiti,2024-09-29
815,42,Male,3669,7,39,4.87,5.59,Imo,2024-12-05
816,39,Female,1686,10,4,15.61,14.22,Ondo,2024-03-09
817,44,Female,3633,9,25,9.08,5.28,Lagos,2024-02-03
818,66,Female,4059,7,12,11.74,62.58,Kano,2024-09-18
819,30,Male,3376,10,26,1.4,5.45,Oyo,2024-02-22
820,50,Female,2268,5,38,1.65,83.64,Ogun,2024-07-23
821,51,Female,2267,8,46,9.47,51.19,Rivers,2024-05-05
822,58,Female,2419,2,12,16.52,52.7,Cross River,2024-08-22
823,52,Male,3688,9,43,17.82,56.16,Ondo,2024-02-12
824,18,Female,2553,6,37,2.65,17.08,Delta,2024-08-27
825,38,Male,993,9,46,11.23,19.77,Cross River,2024-04-20
826,65,Female,2887,2,24,18.35,31.88,Kano,2024-09-05
827,23,Male,2710,3,16,8.37,59.35,Borno,2024-05-30
828,45,Female,2986,8,13,16.76,21.01,Anambra,2024-07-01
829,34,Female,4494,1,25,3.54,11.63,Enugu,2024-12-01
